agency,price,title,address,date,transport,bed,bath,chair
jcp-estate-agents-east-oxford-oxford-63448,"£525,000",3 bed property for sale,"Green Street, East Oxford OX4",Listed on 28th Mar 2022,"['1.7 miles Oxford', '4.1 miles Radley']",3,1,1
amelies-estate-agents-oxford-61460,"£385,000",3 bed semi-detached house for sale,"Sparrow Way, Oxford OX4",Listed on 28th Mar 2022,"['2.7 miles Radley', '4.2 miles Oxford']",3,2,1
thomas-merrifield-oxford-oxford-14748,"£1,350,000",6 bed detached house for sale,"Talbot Road, Oxford OX2",Listed on 28th Mar 2022,"['0.9 miles Oxford Parkway', '2.7 miles Oxford']",6,3,2
chancellors-headington-oxford-13802,"£450,000",2 bed terraced house for sale,"Maltfield Road, Headington OX3",Listed on 28th Mar 2022,"['2.2 miles Oxford', '3.2 miles Oxford Parkway']",2,1,1
london-property-zone-london-12715,"£585,000",2 bed flat for sale,"Woodins Way, Oxford OX1",Listed on 27th Mar 2022,"['0.3 miles Oxford', '3.7 miles Oxford Parkway']",2,2,
i-am-the-agent-london-30307,"£428,000",2 bed flat for sale,"Paradise Street, Oxford OX1",Listed on 27th Mar 2022,"['0.3 miles Oxford', '3.7 miles Oxford Parkway']",2,1,
carter-jonas-oxford-oxford-80235,"£775,000",2 bed flat for sale,"Banbury Road, Oxford, Oxfordshire OX2",Listed on 26th Mar 2022,"['1.1 miles Oxford', '2.6 miles Oxford Parkway']",2,1,1
knight-frank-oxford-sales-oxford-36493,"£2,250,000",4 bed semi-detached house for sale,"Chalfont Road, Oxford, Oxfordshire OX2",Listed on 26th Mar 2022,"['1.1 miles Oxford', '2.5 miles Oxford Parkway']",4,2,4
cala-homes-wolvercote-oxford-102137,"£760,000",3 bed end terrace house for sale,"""Sandford"" at Godstow Road, Wolvercote, Oxford OX2",Listed on 26th Mar 2022,"['1.6 miles Oxford Parkway', '2.3 miles Oxford']",3,,
london-property-zone-london-12715,"£585,000",2 bed flat for sale,"Woodins Way, Oxford OX1",Listed on 25th Mar 2022,"['0.3 miles Oxford', '3.7 miles Oxford Parkway']",2,2,
breckon-and-breckon-new-homes-oxford-120894,"£300,000",1 bed flat for sale,"Flat 3, The Orchards, 157 Eynsham Road, Botley, Oxford OX2",Listed on 25th Mar 2022,"['2.1 miles Oxford', '4.2 miles Oxford Parkway']",1,,
breckon-and-breckon-new-homes-oxford-120894,"£365,000",2 bed flat for sale,"Flat 5, The Orchards, 157 Eynsham Road, Botley, Oxford OX2",Listed on 25th Mar 2022,"['2.1 miles Oxford', '4.2 miles Oxford Parkway']",2,,
breckon-and-breckon-new-homes-oxford-120894,"£295,000",1 bed flat for sale,"Flat 7, The Orchards, 157 Eynsham Road, Botley, Oxford OX2",Listed on 25th Mar 2022,"['2.1 miles Oxford', '4.2 miles Oxford Parkway']",1,,
breckon-and-breckon-new-homes-oxford-120894,"£375,000",2 bed flat for sale,"Flat 1, The Orchards, 157 Eynsham Road, Botley, Oxford OX2",Listed on 25th Mar 2022,"['2.1 miles Oxford', '4.2 miles Oxford Parkway']",2,,
breckon-and-breckon-oxford-36492,"£375,000",2 bed flat for sale,"Apartment 4, Sunderland Avenue, Oxford, Oxfordshire OX2",Listed on 25th Mar 2022,"['1.1 miles Oxford Parkway', '2.4 miles Oxford']",2,,
purplebricks-head-office-solihull-58933,"£400,000",4 bed semi-detached house for sale,"St. Martins Road, Oxford OX4",Listed on 25th Mar 2022,"['2.6 miles Oxford', '2.8 miles Radley']",4,1,2
chancellors-botley-oxford-1517,"£249,950",2 bed flat for sale,"Botley, Oxford OX2",Listed on 25th Mar 2022,"['1 miles Oxford', '4 miles Oxford Parkway']",2,,
john-d-wood-and-co-oxford-sales-oxford-15735,"£1,250,000",4 bed end terrace house for sale,"Longworth Road, Walton Manor, Oxford OX2",Listed on 25th Mar 2022,"['0.6 miles Oxford', '2.9 miles Oxford Parkway']",4,2,2
john-d-wood-and-co-oxford-sales-oxford-15735,"£420,000",2 bed flat for sale,"Woodstock Close, Oxford OX2",Listed on 25th Mar 2022,"['1.3 miles Oxford Parkway', '2.2 miles Oxford']",2,1,1
chancellors-east-oxford-oxford-13801,"£550,000",3 bed semi-detached house for sale,"Cowley, Oxford OX4",Listed on 25th Mar 2022,"['3 miles Oxford', '3.9 miles Radley']",3,2,2
taylors-oxford-city-sales-oxford-28238,"£485,000",3 bed terraced house for sale,"Campbell Road, Oxford, Oxfordshire OX4",Listed on 25th Mar 2022,"['2.4 miles Oxford', '3.3 miles Radley']",3,2,2
taylors-oxford-city-sales-oxford-28238,"£700,000",5 bed detached house for sale,"Kimmeridge Road, Cumnor, Oxford, Oxfordshire OX2",Listed on 25th Mar 2022,"['2.2 miles Oxford', '4.8 miles Radley']",5,4,3
scott-fraser-headington-oxford-6859,"£825,000",3 bed semi-detached house for sale,"Latimer Road, Headington, Oxford OX3",Listed on 24th Mar 2022,"['2.4 miles Oxford', '4.2 miles Oxford Parkway']",3,2,2
bonners-and-babingtons-ltd-chinnor-39248,"£800,000",4 bed end terrace house for sale,"Maywood Road, Iffley OX4",Listed on 24th Mar 2022,"['2.1 miles Oxford', '3.3 miles Radley']",4,3,2
moveli-fulham-93947,"£1,650,000",5 bed detached house for sale,"Davenant Road, Oxford OX2",Listed on 24th Mar 2022,"['1.2 miles Oxford Parkway', '2.3 miles Oxford']",5,2,2
scott-fraser-summertown-oxford-12784,"£1,500,000",4 bed semi-detached house for sale,"Grove Street, Oxford OX2",Listed on 23rd Mar 2022,"['1.7 miles Oxford Parkway', '1.8 miles Oxford']",4,4,3
scott-fraser-headington-oxford-6859,"£550,000",2 bed bungalow for sale,"York Avenue, Headington, Oxford OX3",Listed on 23rd Mar 2022,"['2.9 miles Oxford', '4.7 miles Oxford Parkway']",2,1,2
chamberlain-evans-oxford-33362,"£395,000",3 bed end terrace house for sale,"Turner Close, Cowley, Oxford OX4",Listed on 23rd Mar 2022,"['2.7 miles Oxford', '3.9 miles Radley']",3,,
chancellors-botley-oxford-1517,"£475,000",4 bed semi-detached house for sale,"Botley, Oxford OX2",Listed on 23rd Mar 2022,"['1.3 miles Oxford', '4.4 miles Oxford Parkway']",4,2,1
jcp-estate-agents-north-oxford-oxford-4235,"£1,250,000",4 bed property for sale,"Kingston Road, Central North Oxford OX2",Listed on 23rd Mar 2022,"['0.8 miles Oxford', '2.7 miles Oxford Parkway']",4,2,1
amelies-estate-agents-oxford-61460,"£495,000",3 bed semi-detached house for sale,"Merewood Avenue, Headington, Oxford OX3",Listed on 23rd Mar 2022,"['3.7 miles Oxford', '4.8 miles Oxford Parkway']",3,1,1
london-property-zone-london-12715,"£585,000",2 bed flat for sale,"Woodins Way, Oxford OX1",Listed on 23rd Mar 2022,"['0.3 miles Oxford', '3.7 miles Oxford Parkway']",2,2,
scott-fraser-headington-oxford-6859,"£675,000",3 bed end terrace house for sale,"Lime Walk, Headington, Oxford OX3",Listed on 23rd Mar 2022,"['2.5 miles Oxford', '4.3 miles Oxford Parkway']",3,2,1
catalyst-resales-ealing-107578,"£62,500",2 bed flat for sale,"Mole Place, Greater Leys OX4",Listed on 22nd Mar 2022,"['3 miles Radley', '4.2 miles Oxford']",2,1,
chancellors-summertown-oxford-1510,"£550,000",3 bed semi-detached house for sale,"Wolsey Road, North Oxford OX2",Listed on 22nd Mar 2022,"['1.3 miles Oxford Parkway', '2.3 miles Oxford']",3,,2
chancellors-headington-oxford-13802,"£240,000",1 bed flat for sale,"Central Headington, Oxford OX3",Listed on 22nd Mar 2022,"['2.4 miles Oxford', '4.1 miles Oxford Parkway']",1,1,1
penny-and-sinclair-summertown-16670,"£475,000",2 bed flat for sale,"Waterways, Summertown OX2",Listed on 22nd Mar 2022,"['1.3 miles Oxford', '2.2 miles Oxford Parkway']",2,2,2
chancellors-east-oxford-oxford-13801,"£375,000",3 bed terraced house for sale,"Oxford, Iffley OX4",Listed on 22nd Mar 2022,"['2 miles Oxford', '3.4 miles Radley']",3,1,2
scott-fraser-headington-oxford-6859,"£230,000",1 bed flat for sale,"Mather Road, Headington, Oxford OX3",Listed on 21st Mar 2022,"['3.4 miles Oxford', '4.3 miles Oxford Parkway']",1,1,1
scott-fraser-headington-oxford-6859,"£180,000",Land for sale,"Quarry Road, Headington, Oxford OX3",Listed on 21st Mar 2022,"['3 miles Oxford', '4.7 miles Oxford Parkway']",2,1,1
savills-national-auctions-london-80205,"£250,000",2 bed end terrace house for sale,"Dora Carr Close, Headington, Oxford OX3",Listed on 21st Mar 2022,"['2.2 miles Oxford', '3.1 miles Oxford Parkway']",2,,
chancellors-headington-oxford-13802,"£400,000",2 bed flat for sale,"Headington, Oxford OX3",Listed on 21st Mar 2022,"['2.8 miles Oxford', '4.4 miles Oxford Parkway']",2,,1
connells-headington-oxford-oxford-1990,"£115,000",2 bed flat for sale,"Sherwood Place, Headington, Oxford OX3",Listed on 21st Mar 2022,"['3.1 miles Oxford', '4.1 miles Oxford Parkway']",2,1,1
chancellors-summertown-oxford-1510,"£700,000",4 bed end terrace house for sale,"Rowland Close, Lower Wolvercote, Oxfordshire OX2",Listed on 21st Mar 2022,"['1.7 miles Oxford Parkway', '2.2 miles Oxford']",4,1,1
chancellors-summertown-oxford-1510,"£530,000",6 bed semi-detached house for sale,"Pennywell Drive, North Oxford OX2",Listed on 21st Mar 2022,"['1.1 miles Oxford Parkway', '2.5 miles Oxford']",6,2,1
thomas-merrifield-oxford-oxford-14748,"£315,000",2 bed semi-detached house for sale,"Rowan Grove, Oxford OX4",Listed on 21st Mar 2022,"['3.1 miles Radley', '4.2 miles Oxford']",2,1,1
jcp-estate-agents-north-oxford-oxford-4235,"£450,000",2 bed flat for sale,"Cunliffe Close, Summertown OX2",Listed on 21st Mar 2022,"['1.4 miles Oxford', '2.2 miles Oxford Parkway']",2,1,1
chancellors-east-oxford-oxford-13801,"£240,000",2 bed flat for sale,"Silkdale Close, Temple Cowley, Oxford OX4",Listed on 21st Mar 2022,"['2.8 miles Oxford', '3.7 miles Radley']",2,1,1
london-property-zone-london-12715,"£585,000",2 bed flat for sale,"Woodins Way, Oxford OX1",Listed on 21st Mar 2022,"['0.3 miles Oxford', '3.7 miles Oxford Parkway']",2,2,
connells-cowley-oxford-1870,"£440,000",3 bed semi-detached house for sale,"Cricket Road, Oxford OX4",Listed on 19th Mar 2022,"['2 miles Oxford', '3.8 miles Radley']",3,1,1
connells-cowley-oxford-1870,"£365,000",3 bed end terrace house for sale,"Knights Road, Oxford OX4",Listed on 19th Mar 2022,"['2.9 miles Radley', '3.7 miles Oxford']",3,1,2
london-property-zone-london-12715,"£590,000",2 bed flat for sale,"Woodins Way, Oxford OX1",Listed on 19th Mar 2022,"['0.3 miles Oxford', '3.7 miles Oxford Parkway']",2,2,
wallers-estate-agents-oxford-76958,"£950,000",3 bed detached house for sale,"Church Road, Sandford-On-Thames, Oxford OX4",Listed on 19th Mar 2022,"['1.5 miles Radley', '3.6 miles Oxford']",3,1,2
pearce-alder-and-co-oxford-5882,"£475,000",2 bed terraced house for sale,"Alexandra Road, Oxford OX2",Listed on 18th Mar 2022,"['0.4 miles Oxford', '3.7 miles Oxford Parkway']",2,2,2
scott-fraser-east-oxford-oxfordshire-12785,"£625,000",3 bed terraced house for sale,"Bullingdon Road, Oxford OX4",Listed on 18th Mar 2022,"['1.5 miles Oxford', '4.1 miles Radley']",3,2,2
chancellors-headington-oxford-13802,"£260,000",1 bed flat for sale,"Headington, Oxford OX3",Listed on 18th Mar 2022,"['2.9 miles Oxford', '4.5 miles Oxford Parkway']",1,1,1
savills-summertown-summertown-80280,"£3,950,000",7 bed detached house for sale,"Hids Copse Road, Oxford OX2",Listed on 18th Mar 2022,"['2 miles Oxford', '4.6 miles Oxford Parkway']",7,7,3
connells-headington-oxford-oxford-1990,"£112,000",1 bed flat for sale,"New Cross Road, Headington, Oxford OX3",Listed on 18th Mar 2022,"['3.1 miles Oxford', '4.4 miles Oxford Parkway']",1,1,1
connells-headington-oxford-oxford-1990,"£460,000",3 bed semi-detached house for sale,"Upway Road, Headington, Oxford OX3",Listed on 18th Mar 2022,"['2.4 miles Oxford', '3.4 miles Oxford Parkway']",3,1,1
connells-cowley-oxford-1870,"£375,000",3 bed terraced house for sale,"Littlehay Road, Oxford OX4",Listed on 18th Mar 2022,"['2.5 miles Oxford', '3.6 miles Radley']",3,1,1
alistair-redhouse-estate-agents-ltd-kidlington-55447,"£375,000",2 bed semi-detached house for sale,"Denton Close, Botley, Oxford OX2",Listed on 18th Mar 2022,"['2 miles Oxford', '4.4 miles Oxford Parkway']",2,1,2
chamberlain-evans-oxford-33362,"£450,000",2 bed terraced house for sale,"Sidney Street, Oxford OX4",Listed on 17th Mar 2022,"['1.7 miles Oxford', '3.9 miles Radley']",2,,
breckon-and-breckon-oxford-36492,"£1,125,000",5 bed semi-detached house for sale,"Walton Crescent, Oxford, Oxfordshire OX1",Listed on 17th Mar 2022,"['0.3 miles Oxford', '3.3 miles Oxford Parkway']",5,,
chancellors-botley-oxford-1517,"£450,000",4 bed town house for sale,"Cumnor Hill, Oxford OX2",Listed on 17th Mar 2022,"['2.3 miles Oxford', '4.7 miles Radley']",4,,2
cherry-picked-residential-summertown-90658,"£260,000",2 bed flat for sale,"Oxford Road, Cowley, Oxford OX4",Listed on 17th Mar 2022,"['2.6 miles Oxford', '3.6 miles Radley']",2,1,1
breckon-and-breckon-oxford-36492,"£925,000",3 bed detached house for sale,"Elmthorpe Road, Wolvercote, Oxford, Oxfordshire OX2",Listed on 17th Mar 2022,"['1.5 miles Oxford Parkway', '2.4 miles Oxford']",3,,
scott-fraser-summertown-oxford-12784,"£425,000",3 bed flat for sale,"Park Close, Oxford OX2",Listed on 16th Mar 2022,"['1 miles Oxford Parkway', '2.6 miles Islip']",3,1,1
allen-and-harris-oxford-rose-hill-oxford-20006,"£230,000",1 bed flat for sale,"Upper Barr, Cowley, Oxford OX4",Listed on 16th Mar 2022,"['2.8 miles Oxford', '3.3 miles Radley']",1,1,1
carter-jonas-oxford-oxford-80235,"£810,000",4 bed terraced house for sale,"Rectory Road, Oxford, Oxfordshire OX4",Listed on 16th Mar 2022,"['1.4 miles Oxford', '4.1 miles Oxford Parkway']",4,3,2
alistair-redhouse-estate-agents-ltd-kidlington-55447,"£725,000",3 bed terraced house for sale,"Chilswell Road, Oxford OX1",Listed on 16th Mar 2022,"['0.9 miles Oxford', '4 miles Radley']",3,2,2
hamptons-oxford-sales-oxford-3628,"£700,000",4 bed detached house for sale,"Manor Road, South Hinksey, Oxford OX1",Listed on 16th Mar 2022,"['1.4 miles Oxford', '3.5 miles Radley']",4,3,3
chancellors-botley-oxford-1517,"£650,000",3 bed detached bungalow for sale,"Botley, Oxford OX2",Listed on 16th Mar 2022,"['1.3 miles Oxford', '4.1 miles Oxford Parkway']",3,1,1
knight-frank-oxford-sales-oxford-36493,POA,6 bed detached house for sale,"Charlbury Road, Oxford, Oxfordshire OX2",Listed on 16th Mar 2022,"['1.4 miles Oxford', '2.3 miles Oxford Parkway']",6,4,5
scott-fraser-east-oxford-oxfordshire-12785,"£2,000,000",3 bed detached house for sale,"The Towing Path, Iffley, Oxford OX4",Listed on 16th Mar 2022,"['2 miles Oxford', '3.1 miles Radley']",3,2,2
wallers-estate-agents-oxford-76958,"£400,000",3 bed semi-detached house for sale,"Sandy Lane West, Littlemore, Oxford OX4",Listed on 15th Mar 2022,"['2.9 miles Radley', '3.3 miles Oxford']",3,1,3
savills-summertown-summertown-80280,"£1,850,000",5 bed semi-detached house for sale,"Polstead Road, Oxford OX2",Listed on 15th Mar 2022,"['1 miles Oxford', '2.5 miles Oxford Parkway']",5,2,3
savills-summertown-summertown-80280,"£1,300,000",6 bed detached house for sale,"Blandford Avenue, Oxford OX2",Listed on 15th Mar 2022,"['1.2 miles Oxford Parkway', '2.4 miles Oxford']",6,2,3
chamberlain-evans-oxford-33362,"£395,000",3 bed end terrace house for sale,"St. Christophers Place, Cowley, Oxford OX4",Listed on 15th Mar 2022,"['2.7 miles Oxford', '3.8 miles Radley']",3,,
jcp-estate-agents-north-oxford-oxford-4235,"£935,000",4 bed property for sale,"Brindley Close, Central North Oxford OX2",Listed on 15th Mar 2022,"['1 miles Oxford', '2.5 miles Oxford Parkway']",4,2,1
chancellors-headington-oxford-13802,"£215,000",2 bed flat for sale,"Headington/Marston Borders, Oxford OX3",Listed on 15th Mar 2022,"['1.9 miles Oxford', '3.1 miles Oxford Parkway']",2,1,1
connells-cowley-oxford-1870,"£450,000",3 bed semi-detached house for sale,"Newman Road, Littlemore, Oxford OX4",Listed on 15th Mar 2022,"['2.8 miles Oxford', '2.8 miles Radley']",3,2,1
savills-summertown-summertown-80280,"£3,500,000",5 bed detached house for sale,"Lathbury Road, Oxford, Oxfordshire OX2",Listed on 15th Mar 2022,"['1.4 miles Oxford', '2.2 miles Oxford Parkway']",5,3,4
west-the-property-consultancy-summertown-36494,"£399,950",1 bed flat for sale,"Marston Ferry Road, Oxford OX2",Listed on 15th Mar 2022,"['1.5 miles Oxford', '2.1 miles Oxford Parkway']",1,1,1
amelies-estate-agents-oxford-61460,"£575,000",3 bed semi-detached house for sale,"Mark Road, Headington, Oxford OX3",Listed on 15th Mar 2022,"['2.9 miles Oxford', '4.6 miles Oxford Parkway']",3,1,2
scott-fraser-summertown-oxford-12784,"£365,000",2 bed flat for sale,"93 Islip Road, Summertown, Oxford OX2",Listed on 14th Mar 2022,"['1.5 miles Oxford Parkway', '2.2 miles Oxford']",2,2,1
alistair-redhouse-estate-agents-ltd-kidlington-55447,"£495,000",2 bed terraced house for sale,"Vicarage Road, Oxford OX1",Listed on 14th Mar 2022,"['1.2 miles Oxford', '3.7 miles Radley']",2,1,1
breckon-and-breckon-oxford-36492,"£600,000",3 bed semi-detached house for sale,"Godstow Road, Wolvercote, Oxford OX2",Listed on 14th Mar 2022,"['1.7 miles Oxford Parkway', '2.3 miles Oxford']",3,,
chancellors-east-oxford-oxford-13801,"£600,000",2 bed terraced house for sale,"Cowley, Oxford OX4",Listed on 14th Mar 2022,"['1.5 miles Oxford', '4.2 miles Oxford Parkway']",2,1,2
martin-and-co-oxford-and-thame-oxford-15909,"£460,000",2 bed terraced house for sale,"Trinity Street, Oxford OX1",Listed on 14th Mar 2022,"['0.6 miles Oxford', '4 miles Oxford Parkway']",2,1,1
carter-jonas-oxford-oxford-80235,"£845,000",4 bed terraced house for sale,"Islip Road, Oxford OX2",Listed on 14th Mar 2022,"['1.5 miles Oxford Parkway', '2.2 miles Oxford']",4,2,2
connells-cowley-oxford-1870,"£475,000",3 bed semi-detached house for sale,"Herschel Crescent, Littlemore, Oxford OX4",Listed on 14th Mar 2022,"['3 miles Radley', '3 miles Oxford']",3,1,2
alistair-redhouse-estate-agents-ltd-kidlington-55447,"£500,000",4 bed semi-detached house for sale,"Arthray Road, Botley, Oxford OX2",Listed on 14th Mar 2022,"['1.3 miles Oxford', '3.9 miles Oxford Parkway']",4,2,1
savills-summertown-summertown-80280,"£1,000,000",Land for sale,"Middle Way, Oxford OX2",Listed on 14th Mar 2022,"['1.7 miles Oxford Parkway', '1.8 miles Oxford']",,,
scott-fraser-headington-oxford-6859,"£2,000,000",5 bed detached house for sale,"Harberton Mead, Headington, Oxford OX3",Listed on 14th Mar 2022,"['1.9 miles Oxford', '3.5 miles Oxford Parkway']",5,3,4
chancellors-botley-oxford-1517,"£475,000",4 bed semi-detached house for sale,"Botley, Oxford OX2",Listed on 13th Mar 2022,"['1.3 miles Oxford', '4.3 miles Oxford Parkway']",4,2,1
chancellors-headington-oxford-13802,"£260,000",2 bed flat for sale,"Headington, Oxford OX3",Listed on 12th Mar 2022,"['2.7 miles Oxford', '4.6 miles Radley']",2,1,1
allsop-llp-london-35875,"£50,000",Land for sale,"Land To The Side Of, 46 Littlehay Road, Oxford, Oxfordshire OX4",Listed on 11th Mar 2022,"['2.4 miles Oxford', '3.5 miles Radley']",,,
knight-frank-oxford-sales-oxford-36493,"£1,750,000",6 bed detached house for sale,"Elsfield Road, Old Marston, Oxford, Oxfordshire OX3",Listed on 11th Mar 2022,"['2.1 miles Oxford', '2.6 miles Oxford Parkway']",6,2,4
chancellors-east-oxford-oxford-13801,"£485,000",3 bed terraced house for sale,"Oxford, Florence Park OX4",Listed on 11th Mar 2022,"['2.4 miles Oxford', '3.3 miles Radley']",3,,2
penny-and-sinclair-summertown-16670,"£4,250,000",6 bed semi-detached house for sale,"Norham Road, Central North Oxford OX2",Listed on 11th Mar 2022,"['1 miles Oxford', '2.8 miles Oxford Parkway']",6,4,
chancellors-headington-oxford-13802,"£500,000",3 bed semi-detached house for sale,"Marston, Oxford OX3",Listed on 11th Mar 2022,"['1.6 miles Oxford', '3.2 miles Oxford Parkway']",3,1,1
knight-frank-oxford-sales-oxford-36493,"£2,350,000",5 bed detached house for sale,"Lucerne Road, Oxford, Oxfordshire OX2",Listed on 11th Mar 2022,"['1.6 miles Oxford Parkway', '2.1 miles Oxford']",5,4,3
cherry-picked-residential-summertown-90658,"£625,000",4 bed semi-detached house for sale,"Fern Hill Road, Cowley, Oxford OX4",Listed on 11th Mar 2022,"['3 miles Oxford', '3.7 miles Radley']",4,3,1
scott-fraser-east-oxford-oxfordshire-12785,"£575,000",3 bed terraced house for sale,"Salegate Lane, Temple Cowley, East Oxford OX4",Listed on 10th Mar 2022,"['2.8 miles Oxford', '3.7 miles Radley']",3,1,2
wallers-estate-agents-oxford-76958,"£550,000",3 bed terraced house for sale,"Hendred Street, Oxford OX4",Listed on 10th Mar 2022,"['2.4 miles Oxford', '3.6 miles Radley']",3,1,1
penny-and-sinclair-oxford-55334,"£500,000",3 bed terraced house for sale,"Magdalen Road, East Oxford OX4",Listed on 10th Mar 2022,"['1.7 miles Oxford', '3.9 miles Radley']",3,1,2
chancellors-headington-oxford-13802,"£375,000",2 bed flat for sale,"Headington, Oxford OX3",Listed on 10th Mar 2022,"['2.3 miles Oxford', '4 miles Oxford Parkway']",2,2,1
knight-frank-oxford-sales-oxford-36493,"£1,975,000",5 bed detached house for sale,"Blandford Avenue, Oxford, Oxfordshire OX2",Listed on 10th Mar 2022,"['1.2 miles Oxford Parkway', '2.4 miles Oxford']",5,4,5
penny-and-sinclair-oxford-55334,"£500,000",2 bed terraced house for sale,"Gordon Street, New Hinksey, Oxford OX1",Listed on 10th Mar 2022,"['1.2 miles Oxford', '3.7 miles Radley']",2,1,2
scott-fraser-summertown-oxford-12784,"£315,000",3 bed flat for sale,"Edwin Court, Binsey Lane, Oxford OX2",Listed on 9th Mar 2022,"['0.4 miles Oxford', '3.3 miles Oxford Parkway']",3,1,1
